CLIENTNUM,Attrition_Flag,Customer_Age,Gender,Dependent_count,Education_Level,Marital_Status,Income_Category,Card_Category,Months_on_book,Total_Relationship_Count,Months_Inactive_12_mon,Contacts_Count_12_mon,Credit_Limit,Total_Revolving_Bal,Avg_Open_To_Buy,Total_Amt_Chng_Q4_Q1,Total_Trans_Amt,Total_Trans_Ct,Total_Ct_Chng_Q4_Q1,Avg_Utilization_Ratio,Surprise_Opaque_Fees,Security,Scheme_Personalization,Minimum_Required_Balance,Server_Maintenance_Count,Customer_Rating,Average_Complaints,Customer_Feedback,Complaint_Type,Attrition_Flag_Encoded,Gender_Encoded,Education_Level_Encoded,Marital_Status_Encoded,Income_Category_Encoded,Card_Category_Encoded,Inactivity_Flag,Engagement_Score,Trans_Freq_3M,High_Value_Customer,AI_Engagement_Trigger,Days_Since_Last_Transaction,Inactive_90Days_Flag,Cluster,Customer_Status,PCA1,PCA2,Segment,Recommended_Offers,Churn
708585933,Existing Customer,44,F,4,High School,Single,Less than $40K,Blue,36,6,2,3,1656.0,1429,227.0,0.777,4258,77,0.75,0.863,1,1,0,0,7,2.6,0,"Routine service, nothing special.",0,1,0,3,2,4,0,0,6.9298245614035086,6.416666666666667,0,0,13.846153846153848,0,0,Others,-0.28250168710866963,1.3751546021607275,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
713283933,Attrited Customer,42,M,2,Uneducated,Married,$40K - $60K,Blue,30,1,3,3,3032.0,0,3032.0,0.429,2273,44,0.517,0.0,0,1,1,0,7,0.6,9,Friendly and efficient service.,0,0,1,5,1,1,0,1,2.017543859649123,4.4,0,1,20.0,0,2,At Risk,0.3303286589648292,-1.6485943405189345,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,1
714915633,Attrited Customer,42,M,0,High School,Single,$60K - $80K,Blue,36,4,3,6,15699.0,0,15699.0,0.569,1793,40,0.6,0.0,0,1,0,1,7,2.0,5,Service was okay.,0,0,1,3,2,2,0,1,6.228070175438596,3.333333333333333,1,0,26.341463414634145,0,2,At Risk,1.7567698208782052,1.58885504588813,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,1
709236633,Existing Customer,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,28,3,1,3,6608.0,2270,4338.0,0.75,4033,58,0.657,0.344,1,1,1,0,0,3.2,6,Need to improve mobile app features.,3,1,0,5,0,1,0,0,5.350877192982456,6.214285714285714,0,0,14.23728813559322,0,1,Others,-0.71084863873721,0.5548731025577545,At Risk,Retention Discount / Cashback; Personalized Outreach / Call; Loyalty Points Boost,0
827948133,Existing Customer,47,F,3,Graduate,Single,Less than $40K,Blue,43,4,2,4,5062.0,1423,3639.0,0.775,4535,68,0.417,0.281,1,1,0,0,3,2.4,1,"Great service, very helpful staff.",0,1,0,2,2,4,0,0,6.9298245614035086,4.744186046511628,0,0,18.695652173913043,0,0,At Risk,0.45984455733333035,1.541611860692439,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
718946358,Existing Customer,44,M,3,Uneducated,Single,$40K - $60K,Blue,30,3,3,2,1547.0,0,1547.0,0.792,4348,63,0.615,0.0,1,1,1,0,1,3.3,1,Service was okay.,0,1,1,5,2,1,0,1,6.666666666666666,6.3,0,0,14.0625,0,2,High Value,-0.48518611797173333,1.7963639565851754,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
714400308,Existing Customer,60,F,0,Uneducated,Single,Less than $40K,Silver,49,3,1,1,11060.0,1647,9413.0,0.938,4545,83,0.766,0.149,1,0,0,1,2,4.2,9,The app is easy to use.,0,1,0,5,2,4,3,0,4.122807017543859,5.081632653061225,0,0,17.5,0,4,At Risk,0.16459038147831087,-1.0515394414714234,High Value,VIP Treatment / Premium Offers; Concierge / Priority Service; Exclusive Rewards,0
789670533,Existing Customer,41,F,2,High School,Married,$40K - $60K,Blue,26,5,1,2,1438.3,0,1438.3,0.66,4300,67,0.675,0.0,1,1,1,0,5,3.9,9,"Great service, very helpful staff.",0,1,0,3,1,1,0,0,4.385964912280701,7.730769230769231,0,0,11.470588235294118,0,2,High Value,-0.8037280208273219,0.20819602698067374,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
770942283,Existing Customer,46,F,2,Unknown,Single,Less than $40K,Blue,33,4,3,2,3670.0,0,3670.0,0.797,4811,68,0.889,0.0,1,1,0,0,7,4.9,10,Service was okay.,0,1,0,6,2,4,0,1,4.912280701754386,6.181818181818182,1,1,14.347826086956522,0,2,High Value,-0.4352436283153518,0.2873971898277819,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
827074758,Existing Customer,42,F,3,Uneducated,Single,Less than $40K,Blue,38,4,1,4,1538.0,868,670.0,0.828,5228,61,0.694,0.564,1,1,0,0,1,3.7,0,Customer support was slow to respond to my issue.,2,1,0,5,2,4,0,0,8.421052631578947,4.815789473684211,1,0,18.387096774193548,0,3,Others,0.09787647236524558,2.7276150129110976,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,0
818326083,Existing Customer,54,F,3,High School,Married,$40K - $60K,Blue,49,5,1,2,1438.3,886,552.3,0.822,4385,91,0.717,0.616,1,1,0,0,7,0.6,7,Had a billing complaint.,1,1,0,3,1,1,0,0,2.1929824561403506,5.571428571428571,0,0,15.978260869565217,0,0,Others,0.019862212271124363,-2.519446037631233,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
712292133,Attrited Customer,45,F,3,College,Married,Less than $40K,Blue,36,4,2,4,2330.0,2294,36.0,0.456,2107,40,0.333,0.985,0,1,0,0,7,1.9,9,Good experience overall.,0,0,0,0,1,4,0,0,3.684210526315789,3.333333333333333,0,0,26.341463414634145,0,0,Others,1.4825515356105115,-1.1185180628798421,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,1
709449333,Existing Customer,49,M,1,High School,Single,$60K - $80K,Blue,40,6,2,2,3170.0,1428,1742.0,0.876,4097,72,0.565,0.45,1,1,0,0,6,4.9,7,Complaint about unexpected fees.,4,1,1,3,2,2,0,0,5.964912280701754,5.4,0,0,16.438356164383563,0,3,Others,0.4534353441528192,0.7141352405221072,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,0
788840283,Existing Customer,42,F,2,Post-Graduate,Divorced,Less than $40K,Blue,26,5,2,3,2120.0,1527,593.0,0.744,4741,86,0.72,0.72,1,1,1,0,4,0.5,2,Good experience overall.,0,1,0,4,0,4,0,0,4.385964912280701,9.923076923076923,0,0,8.96551724137931,0,0,Others,-1.261027442789403,-0.31390061988374784,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
716013858,Existing Customer,53,M,0,Graduate,Single,$80K - $120K,Blue,34,3,1,4,20231.0,1434,18797.0,0.543,5002,78,0.66,0.071,1,1,0,1,5,4.6,2,Difficulty accessing my account.,3,1,1,2,2,3,0,0,8.508771929824562,6.882352941176471,1,0,12.91139240506329,0,3,High Value,-0.2948484417039166,2.963150025731887,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,0
712229283,Attrited Customer,48,F,4,Doctorate,Unknown,Unknown,Blue,24,4,2,3,1438.3,0,1438.3,0.738,2306,46,0.484,0.0,0,1,1,0,7,3.8,6,Customer support was slow to respond to my issue.,2,0,0,1,3,5,0,0,5.87719298245614,5.75,0,0,15.319148936170214,0,2,At Risk,0.2990563186164328,1.351949454215413,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,1
751422258,Existing Customer,45,F,4,Graduate,Married,Less than $40K,Blue,38,6,3,2,5583.0,0,5583.0,0.748,3317,71,0.821,0.0,1,1,0,0,4,2.0,4,Complaint about unexpected fees.,4,1,0,2,1,4,0,1,4.473684210526316,5.605263157894737,0,1,15.833333333333334,0,3,High Value,0.0721143577945828,-0.014384974062798267,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,0
715691808,Existing Customer,41,F,3,Uneducated,Divorced,Less than $40K,Blue,30,5,3,4,7764.0,621,7143.0,0.67,3955,72,0.756,0.08,1,1,1,0,7,2.2,10,Long wait times for customer service.,2,1,0,5,0,4,0,1,3.5964912280701755,7.2,0,1,12.32876712328767,0,1,High Value,-0.5311569672229393,-0.5520206220744611,At Risk,Retention Discount / Cashback; Personalized Outreach / Call; Loyalty Points Boost,0
794273283,Attrited Customer,51,M,3,Uneducated,Single,$80K - $120K,Blue,45,3,3,3,25670.0,0,25670.0,0.952,2709,51,0.645,0.0,1,1,0,1,7,2.8,0,"Great service, very helpful staff.",0,0,1,5,2,3,0,1,7.105263157894736,3.4,1,0,25.96153846153846,0,2,At Risk,1.1974055327623114,1.880601518542034,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,1
788838033,Attrited Customer,45,M,2,College,Single,$60K - $80K,Blue,29,3,2,4,3841.0,0,3841.0,0.794,2832,48,0.846,0.0,0,1,1,0,7,1.8,4,Difficulty accessing my account.,3,0,1,0,2,2,0,0,5.350877192982456,4.965517241379311,0,0,17.755102040816325,0,3,At Risk,0.3178152306258092,0.8181196594393594,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,1
712778658,Existing Customer,52,F,3,Graduate,Married,Less than $40K,Blue,39,4,3,3,2001.0,909,1092.0,0.772,4238,63,0.8,0.454,1,1,0,0,7,3.4,0,The ATM was out of order.,0,1,0,2,1,4,0,1,7.631578947368421,4.846153846153846,0,0,18.28125,0,0,Others,0.5171442510845837,1.9150704570746184,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
789580908,Existing Customer,44,F,3,High School,Single,Less than $40K,Blue,37,3,2,2,8512.0,1471,7041.0,0.867,4056,81,0.841,0.173,1,1,0,0,4,2.0,8,Good experience overall.,0,1,0,3,2,4,0,0,3.070175438596491,6.567567567567568,0,0,13.53658536585366,0,4,High Value,-0.9979146215850775,-1.3816994759733678,High Value,VIP Treatment / Premium Offers; Concierge / Priority Service; Exclusive Rewards,0
778965183,Existing Customer,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,30,5,3,2,5869.0,2517,3352.0,0.505,4166,85,0.809,0.429,1,1,1,0,1,1.8,0,Service was okay.,0,1,0,5,0,1,0,1,5.701754385964912,8.5,0,0,10.465116279069768,0,0,Others,-0.9244247725690299,0.5403212221292365,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
714462558,Existing Customer,44,F,5,Unknown,Married,Unknown,Blue,36,4,2,3,5791.0,0,5791.0,0.645,4556,67,0.861,0.0,1,1,0,0,4,0.3,4,Customer support was slow to respond to my issue.,2,1,0,6,1,5,0,0,3.5087719298245608,5.583333333333333,0,0,15.882352941176473,0,2,High Value,-0.44768621563639094,-0.7251864675811128,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
789013833,Attrited Customer,50,M,2,High School,Married,$120K +,Silver,37,5,2,1,34516.0,399,34117.0,0.726,2118,41,0.519,0.012,0,0,0,1,7,0.1,3,Had a billing complaint.,1,0,1,3,1,0,3,0,2.631578947368421,3.324324324324324,1,0,26.428571428571427,0,2,At Risk,1.1203791015735693,-1.2892963036500236,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,1
800869758,Existing Customer,49,M,3,Unknown,Married,$80K - $120K,Blue,43,6,1,1,2191.0,1414,777.0,0.635,3967,76,0.767,0.645,1,1,0,0,5,0.8,2,Resolved my issue quickly.,0,1,1,6,1,3,0,0,3.5964912280701755,5.3023255813953485,0,0,16.753246753246753,0,0,Others,0.07058667663860506,-1.2961286155501242,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
807426033,Existing Customer,37,M,2,Unknown,Single,$60K - $80K,Blue,32,4,1,1,2865.0,1176,1689.0,0.665,3462,61,0.906,0.41,1,1,0,0,1,3.5,5,Difficulty accessing my account.,3,1,1,6,2,2,0,0,4.912280701754386,5.71875,0,0,15.483870967741936,0,3,Others,-0.6048127270487651,0.20847658212047634,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,0
720091083,Existing Customer,43,M,4,Graduate,Married,$120K +,Blue,31,6,1,3,6467.0,1887,4580.0,0.442,4098,61,0.605,0.292,1,1,0,0,4,0.7,8,Very satisfied with the bank's services.,0,1,1,2,1,0,0,0,2.456140350877193,5.903225806451613,0,0,15.0,0,0,Others,-0.24326773481918185,-1.6387131467149814,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
711918033,Attrited Customer,37,F,3,Unknown,Married,Less than $40K,Blue,17,3,1,3,1468.0,1074,394.0,0.697,2050,32,0.524,0.732,0,1,1,0,7,1.9,6,I had a complaint about a transaction error.,1,0,0,6,1,4,0,0,4.210526315789473,5.647058823529412,0,0,15.454545454545457,0,0,Others,-0.19272249438546007,-0.0381932194519545,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,1
709679658,Existing Customer,58,F,2,Graduate,Single,$40K - $60K,Blue,50,4,3,3,5386.0,0,5386.0,0.777,4846,84,0.68,0.0,1,1,0,0,2,0.4,5,Long wait times for customer service.,2,1,0,2,2,1,0,1,3.245614035087719,5.04,1,1,17.647058823529413,0,2,At Risk,0.5794620912888412,-1.405923633414995,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
779296908,Existing Customer,46,F,3,Graduate,Single,Less than $40K,Blue,28,5,3,3,1438.3,576,862.3,0.774,5098,66,0.833,0.4,1,1,1,0,5,3.9,9,I had a complaint about a transaction error.,1,1,0,2,2,4,0,1,4.912280701754386,7.071428571428571,1,1,12.537313432835822,0,2,Others,-0.4876170325491481,0.18555902383318096,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
720682308,Existing Customer,59,F,0,Uneducated,Single,Unknown,Blue,46,5,1,4,5402.0,892,4510.0,0.782,4770,83,0.596,0.165,1,1,0,0,6,4.9,3,Experienced a problem with online banking.,3,1,0,5,2,5,0,0,8.421052631578949,5.413043478260869,1,0,16.428571428571427,0,3,At Risk,0.8445841163851329,2.5249249881835136,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,0
714084483,Attrited Customer,49,F,3,Uneducated,Single,Unknown,Blue,36,4,2,3,3855.0,211,3644.0,0.485,1724,34,0.308,0.055,0,1,0,0,7,3.6,9,"No issues, everything works fine.",0,0,0,5,2,5,0,0,4.6491228070175445,2.833333333333333,0,0,30.857142857142858,0,2,At Risk,1.9677258804558828,0.18116251744473422,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,1
719495958,Attrited Customer,42,F,1,Unknown,Married,Less than $40K,Blue,36,3,3,4,2983.0,0,2983.0,0.865,2509,46,0.586,0.0,0,1,0,0,7,3.2,2,Very satisfied with the bank's services.,0,0,0,6,1,4,0,1,7.280701754385965,3.8333333333333335,0,0,22.97872340425532,0,2,At Risk,1.0537939439859259,2.246424780978129,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,1
789775308,Existing Customer,54,F,2,Doctorate,Divorced,Less than $40K,Blue,43,6,1,3,1438.3,1120,318.3,0.817,4880,77,0.75,0.779,1,1,0,0,6,2.5,1,Difficulty accessing my account.,3,1,0,1,0,4,0,0,6.491228070175438,5.372093023255814,1,0,16.53846153846154,0,3,Others,0.49058939546723107,0.83848407494165,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,0
714726858,Attrited Customer,31,F,0,Post-Graduate,Divorced,Less than $40K,Blue,36,6,3,3,4871.0,0,4871.0,0.89,2773,34,0.789,0.0,0,1,0,0,7,4.9,3,Very satisfied with the bank's services.,0,0,0,4,0,4,0,1,7.894736842105263,2.833333333333333,0,0,30.857142857142858,0,2,At Risk,1.5058886370230136,2.863772793851419,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,1
709749483,Existing Customer,40,F,2,Graduate,Unknown,Less than $40K,Blue,29,5,1,2,2636.0,1953,683.0,0.916,4584,70,0.591,0.741,1,1,1,0,2,2.2,6,Resolved my issue quickly.,0,1,0,2,3,4,0,0,3.947368421052632,7.241379310344827,0,0,12.253521126760564,0,0,Others,-0.8904072159271055,-0.7037292107720443,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
710926383,Existing Customer,32,F,2,Post-Graduate,Married,$40K - $60K,Blue,24,5,3,1,1553.0,1177,376.0,0.638,4549,68,0.659,0.758,1,1,1,0,7,2.3,6,Need to improve mobile app features.,3,1,0,4,1,1,0,1,3.5087719298245608,8.5,0,1,10.434782608695652,0,1,Others,-1.257264781506609,-0.7324548616869202,At Risk,Retention Discount / Cashback; Personalized Outreach / Call; Loyalty Points Boost,0
717172308,Attrited Customer,45,F,3,High School,Married,$40K - $60K,Blue,37,4,2,4,3304.0,0,3304.0,0.532,1731,32,0.28,0.0,0,1,0,0,7,2.7,10,Smooth and easy process.,0,0,0,3,1,1,0,0,4.035087719298246,2.5945945945945947,0,0,33.63636363636363,0,2,At Risk,2.131307556141743,-0.1870451299367688,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,1
771795933,Attrited Customer,49,M,4,Unknown,Single,$120K +,Blue,38,3,3,4,34516.0,2517,31999.0,0.7,2376,55,0.486,0.073,1,1,0,1,7,0.5,6,The ATM was out of order.,0,0,1,6,2,0,0,1,3.5087719298245608,4.342105263157895,1,1,20.357142857142858,0,4,At Risk,0.4102755842436391,-0.905895896946072,High Value,VIP Treatment / Premium Offers; Concierge / Priority Service; Exclusive Rewards,1
785024808,Existing Customer,53,F,1,High School,Single,Less than $40K,Blue,47,6,2,3,3378.0,2134,1244.0,0.541,4464,83,0.93,0.632,1,1,0,0,7,4.4,4,Smooth and easy process.,0,1,0,3,2,4,0,0,7.105263157894736,5.297872340425532,0,0,16.785714285714285,0,0,Others,0.5764531436029584,1.1421045264336394,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
710277183,Existing Customer,34,F,3,Uneducated,Single,$40K - $60K,Blue,27,3,2,4,2313.0,1775,538.0,0.773,4317,68,0.545,0.767,1,1,1,0,2,0.9,10,"Great service, very helpful staff.",0,1,0,5,2,1,0,0,2.456140350877193,7.555555555555555,0,0,11.73913043478261,0,0,Others,-1.1474152213333375,-1.6863334020291785,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
714647808,Existing Customer,49,F,0,Graduate,Single,Less than $40K,Blue,39,4,3,0,2434.0,0,2434.0,0.788,4628,73,0.622,0.0,1,1,0,0,3,4.6,9,The app is easy to use.,0,1,0,2,2,4,0,1,3.947368421052632,5.615384615384615,0,1,15.81081081081081,0,2,High Value,-0.08241732359385713,-0.5640613430194293,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
709857033,Existing Customer,60,F,1,College,Single,$40K - $60K,Blue,50,5,1,3,1438.3,0,1438.3,0.578,4148,84,0.714,0.0,1,1,0,0,7,3.6,2,The app is easy to use.,0,1,0,0,2,1,0,0,7.105263157894738,5.04,0,0,17.647058823529413,0,2,At Risk,0.9660637581881736,1.5378509375822424,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
714283458,Existing Customer,40,M,2,College,Single,$80K - $120K,Blue,36,5,1,4,14544.0,0,14544.0,0.768,4064,92,0.769,0.0,1,1,0,1,1,3.2,0,The ATM was out of order.,0,1,1,0,2,3,0,0,7.982456140350877,7.666666666666667,1,0,11.612903225806452,0,2,High Value,-0.8598059990484602,2.8523978788748594,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
804829533,Attrited Customer,59,M,0,High School,Single,$60K - $80K,Blue,54,3,6,6,24621.0,471,24150.0,0.85,2864,51,0.759,0.019,1,1,0,1,7,2.2,4,Service was okay.,0,0,1,3,2,2,0,1,6.754385964912281,2.833333333333333,1,0,31.153846153846157,0,2,At Risk,2.7297470634324195,1.2188384207539107,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,1
716702358,Existing Customer,44,F,2,Unknown,Married,Less than $40K,Blue,33,5,3,2,2337.0,698,1639.0,0.836,4048,83,0.886,0.299,1,1,0,0,0,3.8,8,The ATM was out of order.,0,1,0,6,1,4,0,1,4.649122807017544,7.545454545454546,0,1,11.785714285714286,0,2,Others,-0.7425519793037385,-0.08763587033006315,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
720028683,Existing Customer,49,F,2,High School,Married,$40K - $60K,Blue,39,5,3,4,2720.0,1926,794.0,0.602,3806,61,0.794,0.708,1,1,0,0,2,2.5,1,Friendly and efficient service.,0,1,0,3,1,1,0,1,7.017543859649122,4.6923076923076925,0,0,18.870967741935484,0,0,Others,0.8261473898879556,1.3270161683557375,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
757044033,Existing Customer,44,M,2,Graduate,Unknown,$80K - $120K,Blue,37,3,1,3,1965.0,1021,944.0,0.516,3968,57,0.781,0.52,1,1,0,0,1,3.1,2,Complaint about unexpected fees.,4,1,1,2,3,3,0,0,6.666666666666666,4.621621621621622,0,0,19.13793103448276,0,3,Others,0.2751813056452223,1.3820177067935355,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,0
719672283,Existing Customer,47,M,4,Graduate,Married,$60K - $80K,Silver,39,4,2,4,33122.0,1587,31535.0,0.475,3145,63,0.75,0.048,1,0,0,1,4,4.8,3,The ATM was out of order.,0,1,1,2,1,2,3,0,8.333333333333334,4.846153846153846,1,0,18.28125,0,4,At Risk,0.19944263468345408,2.8813048560253143,High Value,VIP Treatment / Premium Offers; Concierge / Priority Service; Exclusive Rewards,0
719054733,Existing Customer,52,F,0,Post-Graduate,Single,Less than $40K,Blue,40,4,3,2,1438.3,797,641.3,0.87,4673,69,0.568,0.554,1,1,0,0,3,3.2,6,I had a complaint about a transaction error.,1,1,0,4,2,4,0,1,4.824561403508771,5.175,0,1,17.142857142857142,0,0,Others,0.459522620726126,-0.2425018272047259,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
793336383,Existing Customer,47,F,1,High School,Married,Less than $40K,Blue,41,3,3,4,2709.0,2034,675.0,0.606,4915,92,0.84,0.751,1,1,0,0,1,2.8,2,"Great service, very helpful staff.",0,1,0,3,1,4,0,1,6.9298245614035086,6.7317073170731705,1,0,13.225806451612904,0,0,Others,-0.4517466173025625,1.1500901990307646,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
795599883,Attrited Customer,57,F,2,Uneducated,Married,Unknown,Blue,51,3,6,2,2404.0,284,2120.0,0.866,2511,51,0.5,0.118,1,1,0,0,7,0.1,9,The app is easy to use.,0,0,0,5,1,5,0,1,1.0526315789473686,3.0,0,1,29.423076923076923,0,2,At Risk,2.1254662400529134,-3.1976203260455613,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,1
715650783,Existing Customer,41,M,2,High School,Married,$60K - $80K,Blue,36,6,2,2,4499.0,0,4499.0,0.765,4906,75,0.667,0.0,1,1,0,0,4,2.3,10,I had a complaint about a transaction error.,1,1,1,3,1,2,0,0,2.631578947368421,6.25,1,0,14.210526315789474,0,2,High Value,-0.4578691872449502,-1.3169362580108506,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
711819708,Attrited Customer,33,F,3,Post-Graduate,Unknown,Unknown,Blue,25,3,2,4,4734.0,2517,2217.0,0.483,2275,55,0.897,0.532,1,1,1,0,7,3.9,0,Complaint about unexpected fees.,4,0,0,4,3,5,0,0,8.596491228070175,6.6,0,0,13.392857142857142,0,3,Others,-0.5558513843433676,3.0939790225774226,Loyal,Referral Programs; Premium Perks; Anniversary / Milestone Gifts,1
713041683,Attrited Customer,55,M,2,Graduate,Married,$120K +,Blue,36,3,2,4,4697.0,0,4697.0,0.544,1867,34,0.478,0.0,0,1,0,0,7,1.3,5,Difficulty accessing my account.,3,0,1,2,1,0,0,0,4.56140350877193,2.833333333333333,0,0,30.857142857142858,0,1,At Risk,2.165147540782019,0.043191888341539086,At Risk,Retention Discount / Cashback; Personalized Outreach / Call; Loyalty Points Boost,1
779544708,Existing Customer,50,M,2,Unknown,Married,$120K +,Gold,35,4,5,3,34516.0,668,33848.0,0.894,3931,77,0.791,0.019,1,0,0,1,0,0.6,7,Had a billing complaint.,1,1,1,6,1,0,1,1,2.7192982456140347,6.6,1,1,13.461538461538462,0,2,High Value,-0.4643347176342311,-1.371498837837171,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
712967508,Existing Customer,47,M,3,Doctorate,Unknown,$60K - $80K,Blue,36,4,1,2,2572.0,1093,1479.0,0.615,5038,86,0.83,0.425,1,1,0,0,4,4.7,3,Happy with the interest rates.,0,1,1,1,3,2,0,0,7.192982456140351,7.166666666666667,1,0,12.413793103448276,0,0,Others,-0.8901542495368424,1.6971391425573903,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
710231433,Existing Customer,56,M,1,Uneducated,Unknown,$60K - $80K,Blue,43,5,1,4,3110.0,2378,732.0,0.974,3395,75,0.829,0.765,1,1,0,0,1,1.9,9,Complaint about unexpected fees.,4,1,1,5,3,2,0,0,3.684210526315789,5.232558139534884,0,0,16.973684210526315,0,1,Others,0.6714945626269085,-1.5091982464096552,At Risk,Retention Discount / Cashback; Personalized Outreach / Call; Loyalty Points Boost,0
817960533,Existing Customer,41,M,4,Unknown,Married,$60K - $80K,Blue,36,5,3,2,1734.0,857,877.0,0.752,4741,84,0.714,0.494,1,1,0,0,1,2.7,4,Had a billing complaint.,1,1,1,6,1,2,0,1,5.087719298245615,7.0,0,0,12.705882352941176,0,0,Others,-0.8364662135902725,0.1997101221106419,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
713431008,Existing Customer,46,F,5,High School,Married,Unknown,Blue,36,5,3,0,3562.0,0,3562.0,0.753,4198,77,0.75,0.0,1,1,0,0,4,2.2,10,Very satisfied with the bank's services.,0,1,0,3,1,5,0,1,1.4912280701754386,6.416666666666667,0,1,13.846153846153848,0,2,High Value,-0.7945964472739202,-2.3651204341172094,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,0
709663608,Attrited Customer,43,F,1,Graduate,Married,Less than $40K,Blue,36,4,2,4,1536.0,0,1536.0,0.571,1973,36,0.333,0.0,0,1,0,0,7,4.7,10,Service was okay.,0,0,0,2,1,4,0,0,5.789473684210527,3.0,0,0,29.18918918918919,0,2,At Risk,1.8791998401891452,1.189889989137118,Dormant,Reactivation Campaign; Limited-time Incentives; Feature Reminder / App Engagement,1
754851783,Existing Customer,39,M,4,High School,Married,$60K - $80K,Blue,32,4,2,2,19198.0,2218,16980.0,0.802,4423,90,0.667,0.116,1,1,0,1,1,1.4,6,Friendly and efficient service.,0,1,1,3,1,2,0,0,3.2456140350877187,8.4375,1,0,10.54945054945055,0,4,High Value,-1.7545228528049195,-1.0140779122190562,High Value,VIP Treatment / Premium Offers; Concierge / Priority Service; Exclusive Rewards,0
808743558,Existing Customer,42,F,3,High School,Married,Unknown,Blue,37,3,3,3,4540.0,2517,2023.0,0.89,4804,66,0.737,0.554,1,1,0,0,4,2.1,0,Had a billing complaint.,1,1,0,3,1,5,0,1,6.491228070175438,5.351351351351352,1,0,16.567164179104477,0,0,Others,-0.3821734676611652,1.0193606259933228,Stable,Gradual Upsell / Cross-sell; Regular Engagement Notifications; Periodic Rewards,0
